id,local,age,employed,home_x,home_y,work_start,work_dur,work_part,education_start,education_dur,education_part,leisure_start,leisure_dur,leisure_part,shop_start,shop_dur,shop_part,work_id,work_x,work_y
6432781,Avenches,71,False,2569284,1189623,82,14,0,60,4,0,88,2,0,92,1,1,298968,2568958,1191930
6681988,Avenches,5,False,2569685,1192500,0,0,0,82,10,0,108,6,0,103,2,0,366722,2599482,1199020
7081860,Avenches,53,False,2569629,1191683,42,56,0,0,0,0,120,0,0,67,2,0,372286,2561988,1186356
6682950,Avenches,44,True,2569487,1192467,38,3,1,108,0,0,102,12,1,54,10,1,379798,2578406,1183874
7054034,Avenches,55,False,2569570,1192480,42,56,0,0,0,0,82,4,1,66,21,0,115632,2575880,1197457
6681681,Avenches,8,False,2569959,1192459,0,0,0,49,22,0,86,18,0,84,0,0,174711,2578224,1183088
6681714,Avenches,51,True,2569618,1191710,42,22,1,50,6,0,78,18,0,72,0,0,125922,2569860,1192347
6681582,Avenches,12,False,2569250,1192125,0,0,0,46,26,1,101,27,1,82,0,0,26795,2575558,1197456
1103868,Avenches,85,False,2569239,1190194,84,2,0,58,4,0,52,3,0,108,7,0,83189,2571184,1191542
6458923,Avenches,56,True,2569128,1192011,46,31,0,104,30,0,102,27,0,100,2,0,119420,2569578,1192776
7123712,Avenches,13,False,2569128,1192011,0,0,0,42,28,1,96,10,1,62,2,0,460060,2569768,1193152
6682922,Avenches,13,False,2569878,1192610,0,0,0,41,27,1,128,56,0,102,0,0,408380,2574732,1200684
6682121,Avenches,46,False,2569600,1192354,42,56,0,0,0,0,92,3,0,58,10,0,368950,2570686,1186758
6984508,Avenches,65,False,2569396,1192189,42,56,0,0,0,0,102,4,0,104,8,0,129466,2568386,1196106
6935628,Avenches,62,True,2570010,1192646,86,28,1,56,30,0,50,23,0,74,3,0,126978,2568958,1191930
6682658,Avenches,52,True,2569276,1189717,50,6,1,110,8,0,102,2,1,92,6,0,250785,2569350,1189507
6925590,Avenches,5,False,2569767,1192188,0,0,0,48,24,0,95,8,0,104,1,0,126489,2538180,1154220
6933149,Avenches,38,True,2569734,1192091,77,18,0,110,6,0,124,3,0,104,0,0,467776,2575512,1197543
7128731,Avenches,42,False,2569832,1192442,42,56,0,0,0,0,66,2,1,84,20,1,13128,2538248,1182397
6681715,Avenches,32,True,2569829,1191746,57,31,1,50,14,0,110,4,0,94,0,0,19614,2537982,1151494
6459086,Avenches,62,True,2569789,1192631,44,49,1,50,8,0,58,0,1,81,4,0,449648,2569834,1192143
6459312,Avenches,64,False,2569847,1191533,42,56,0,0,0,0,80,0,0,54,2,0,231916,2570248,1192993
6458978,Avenches,61,True,2569835,1192029,124,24,1,104,6,0,73,6,0,90,2,0,87662,2559796,1204260
6920608,Avenches,35,True,2569480,1189400,62,32,1,119,12,0,114,4,0,76,4,0,32472,2567250,1191438
6326760,Avenches,64,True,2569719,1192663,39,8,0,104,0,0,102,12,0,80,1,0,43933,2570006,1193377
6459291,Avenches,52,True,2570900,1191763,40,1,0,108,12,0,122,14,0,78,1,0,407851,2579660,1197573
6326674,Avenches,43,True,2569582,1191885,55,35,0,110,30,0,72,16,0,67,2,0,49305,2567968,1192947
6961832,Avenches,14,False,2569850,1192489,0,0,0,85,10,1,74,10,1,92,2,0,379798,2578406,1183874
6681883,Avenches,56,True,2569613,1192052,36,28,1,110,12,0,117,6,0,49,4,0,16111,2571052,1187016
6968230,Avenches,31,True,2569852,1191769,48,40,1,62,28,0,120,3,0,92,3,0,376099,2578968,1183968
6682671,Avenches,47,True,2569724,1192628,34,32,1,110,23,0,60,6,0,100,1,0,32034,2562538,1185453
6681735,Avenches,13,False,2569933,1192690,0,0,0,83,24,1,57,8,0,72,1,0,277501,2568388,1196038
6682575,Avenches,52,False,2569850,1192489,42,56,0,0,0,0,50,24,0,72,6,1,115751,2578876,1180530
7071497,Avenches,40,False,2570249,1192993,42,56,0,0,0,0,65,6,0,57,1,0,377846,2561448,1204684
6617892,Avenches,40,False,2569503,1191818,42,56,0,0,0,0,60,13,0,110,2,0,145495,2554872,1188828
7121081,Avenches,30,True,2570855,1191774,44,70,1,76,16,0,123,10,0,102,4,1,497270,2574020,1210434
6681731,Avenches,34,True,2570010,1192712,52,28,1,48,34,0,55,4,0,55,0,0,91623,2602596,1202902
6458742,Avenches,62,True,2569903,1191515,96,30,0,96,6,0,80,1,1,60,6,1,268982,2575198,1201655
6682250,Avenches,56,True,2569719,1192663,80,10,0,110,10,0,70,16,1,74,3,0,366746,2599990,1199549
6681982,Avenches,68,False,2569685,1192500,94,3,0,59,48,0,48,4,1,56,0,0,134987,2567880,1191500
6326701,Avenches,80,False,2569987,1192752,65,6,0,60,8,0,71,22,0,54,2,0,128373,2569666,1192548
6649547,Avenches,74,False,2569618,1192054,85,3,0,60,8,0,87,12,1,58,6,1,231916,2570248,1192993
6968004,Avenches,49,True,2569933,1192690,44,30,0,112,8,0,58,4,1,92,3,0,97122,2539004,1181275
7112272,Avenches,19,True,2569818,1191869,78,16,0,50,44,1,82,16,1,53,17,0,231916,2570248,1192993
6459062,Avenches,75,False,2569443,1189180,85,14,0,58,8,0,88,14,0,80,2,0,231916,2570248,1192993
7022419,Avenches,34,True,2569510,1191874,104,34,1,44,16,0,110,4,0,86,0,0,362802,2601030,1199618
1110921,Avenches,76,True,2569193,1189751,52,18,0,0,0,0,97,11,1,59,0,0,376099,2578968,1183968
6435674,Avenches,39,True,2569903,1192184,42,8,1,96,3,0,71,3,1,97,6,0,99297,2533728,1155318
7090646,Avenches,6,False,2569666,1192548,0,0,0,78,22,1,105,16,0,64,0,1,250783,2569626,1189125
7123424,Avenches,2,False,2569641,1192117,0,0,0,82,14,0,124,3,0,102,0,0,379898,2561520,1185379
6682329,Avenches,21,True,2569503,1191818,93,21,0,74,34,0,103,8,0,118,2,0,39341,2562004,1186149
6681889,Avenches,25,True,2569580,1192078,82,66,0,119,44,0,135,18,0,52,5,0,89840,2575808,1190567
7050526,Avenches,14,False,2569878,1192664,0,0,0,85,12,0,110,30,1,56,4,0,461985,2569626,1192177
6681807,Avenches,70,False,2569128,1192011,84,14,0,65,4,0,84,4,0,57,3,1,414111,2562870,1188523
6458818,Avenches,40,True,2569503,1191818,51,4,1,104,18,0,98,11,0,118,9,1,129329,2569634,1191878
7096522,Avenches,53,False,2569586,1191756,42,56,0,0,0,0,46,4,0,80,17,1,407859,2575456,1197570
6682128,Avenches,32,True,2569575,1192416,48,24,0,114,26,0,116,5,0,111,0,0,339501,2602296,1200074
6681720,Avenches,48,True,2569340,1191968,89,28,0,110,7,0,70,3,1,108,2,0,358753,2500172,1116861
6458689,Avenches,70,False,2569896,1192712,65,3,0,65,8,0,53,20,1,52,0,0,104834,2507490,1137641
6458856,Avenches,66,False,2569487,1192467,82,6,0,60,48,0,40,17,1,60,1,0,3053,2561184,1186129
6681940,Avenches,47,True,2569550,1189340,40,23,1,112,12,0,93,18,0,62,4,0,382537,2569734,1192310
7091540,Avenches,3,False,2569878,1192610,0,0,0,80,22,0,101,6,0,100,2,0,375573,2576954,1202518
7123305,Avenches,42,True,2569042,1192359,82,50,0,110,3,0,74,4,1,62,1,0,375697,2569734,1192310
6681640,Avenches,44,True,2569575,1192235,74,14,1,112,12,0,105,6,0,58,2,0,278470,2570984,1191718
6682602,Avenches,19,True,2569987,1192752,71,2,1,119,51,1,80,16,0,106,2,0,43933,2570006,1193377
6682653,Avenches,51,True,2569058,1191968,39,32,0,56,12,0,60,7,1,96,1,1,174711,2578224,1183088
6458701,Avenches,44,True,2569565,1191747,44,26,1,110,12,0,98,14,0,114,28,1,376653,2577928,1184621
6611587,Avenches,23,True,2569128,1192011,43,22,1,52,12,0,73,42,0,93,0,0,128373,2569666,1192548
6953096,Avenches,12,False,2569415,1191993,0,0,0,44,21,1,103,22,0,64,4,0,376633,2578738,1184046
6940195,Avenches,27,True,2570855,1191774,48,43,0,74,13,0,83,0,0,108,3,1,331301,2575364,1197238
6326612,Avenches,71,False,2569390,1192243,85,14,0,65,8,0,70,8,0,96,2,0,31406,2575894,1198210
6681733,Avenches,18,False,2569933,1192690,0,0,0,84,10,0,106,9,1,74,1,0,145495,2554872,1188828
6613108,Avenches,60,False,2569805,1192056,42,56,0,0,0,0,85,28,0,88,6,0,354425,2538472,1152450
6623700,Avenches,57,True,2569548,1192035,38,4,1,104,8,0,72,6,0,70,0,0,126489,2538180,1154220
6459212,Avenches,65,False,2569815,1192662,42,56,0,0,0,0,66,12,1,52,2,1,34458,2567696,1186504
6681943,Avenches,42,True,2569750,1191983,36,18,1,118,23,0,127,8,1,104,2,0,37749,2568320,1196394
6599865,Avenches,58,True,2569845,1192690,38,33,0,110,23,0,75,1,0,98,2,0,457781,2553774,1188188
6681756,Avenches,49,True,2570053,1192690,42,12,1,108,12,0,92,34,1,105,0,1,145495,2554872,1188828
6459344,Avenches,67,False,2569965,1191614,82,14,0,60,4,0,74,0,0,66,14,1,376099,2578968,1183968
6996685,Avenches,2,False,2571131,1191567,0,0,0,44,12,0,126,15,0,90,2,0,334480,2575350,1197347
6681903,Avenches,0,False,2569878,1192610,0,0,0,76,46,0,78,18,0,66,0,0,136457,2564898,1193339
6326389,Avenches,55,False,2569551,1192357,42,56,0,0,0,0,58,20,0,56,3,1,132989,2561706,1185319
7074338,Avenches,61,True,2570427,1192990,48,12,0,104,12,0,106,14,1,96,6,0,318559,2538666,1152122
6682713,Avenches,24,True,2570291,1193056,94,2,1,78,22,0,54,14,1,104,2,0,21221,2569536,1211265
6682931,Avenches,19,True,2569853,1191861,40,63,1,57,23,0,74,11,0,57,2,0,358031,2563430,1184055
6682106,Avenches,5,False,2569637,1192066,0,0,0,80,22,0,84,8,0,97,8,0,377154,2555366,1188705
6326588,Avenches,59,True,2569610,1191810,39,12,1,104,12,0,112,11,1,62,2,0,24898,2565248,1192984
7107377,Avenches,8,False,2569074,1192395,0,0,0,44,14,1,98,2,1,98,1,0,270375,2577358,1204995
6458998,Avenches,65,False,2571089,1191921,42,56,0,0,0,0,52,11,1,85,2,1,100455,2532066,1157564
6681913,Avenches,15,True,2570927,1191833,0,0,0,79,22,0,78,8,0,72,1,0,287469,2563650,1187122
6326494,Avenches,38,True,2569779,1192228,54,30,1,103,18,0,112,15,1,54,1,0,113825,2575054,1195844
6682749,Avenches,9,False,2569878,1192610,0,0,0,80,15,0,120,6,1,62,6,0,105296,2570476,1193703
6682260,Avenches,45,True,2569878,1192610,74,12,1,110,0,0,94,2,0,64,16,0,278470,2570984,1191718
6441950,Avenches,26,True,2569415,1191810,60,18,1,76,44,0,118,14,1,98,2,0,32034,2562538,1185453
6459097,Avenches,56,True,2569855,1191588,90,28,0,96,6,0,92,10,0,88,2,0,122786,2528582,1185869
6682477,Avenches,45,False,2571190,1191530,42,56,0,0,0,0,52,0,0,50,8,0,197851,2561656,1186930
7075498,Avenches,52,True,2569996,1193024,85,17,0,104,0,0,78,9,0,66,1,0,922,2577970,1181612
6682816,Avenches,35,True,2569610,1191810,74,27,1,119,44,0,72,1,0,70,2,0,313980,2562008,1184975
6459325,Avenches,51,True,2569772,1192508,38,30,0,96,10,0,83,4,0,82,0,0,338230,2573142,1185384
6940929,Avenches,5,False,2570024,1192338,0,0,0,80,20,0,65,8,0,108,2,0,92659,2569666,1192548
6681986,Avenches,62,True,2569685,1192500,44,2,1,72,6,0,121,1,0,69,1,0,530132,2568522,1200361
6458955,Avenches,65,True,2569240,1194781,50,22,1,108,48,0,50,20,0,72,4,0,391379,2569668,1192151
6955906,Avenches,7,False,2569310,1189562,0,0,0,81,42,0,85,8,0,66,1,0,171117,2532594,1155265
6682443,Avenches,60,True,2570010,1192712,42,26,1,118,12,0,108,3,1,108,2,1,254914,2573998,1188884
6681865,Avenches,37,True,2569170,1192085,106,62,0,108,6,0,113,8,0,54,2,0,291770,2574398,1185668
6682204,Avenches,42,True,2569081,1191922,40,62,1,103,6,0,100,16,0,63,0,0,23087,2571458,1189133
6326558,Avenches,65,False,2569041,1192242,42,56,0,0,0,0,106,1,0,78,6,0,295638,2537824,1152806
6458845,Avenches,74,False,2569675,1192095,84,14,0,60,8,0,52,14,0,87,2,1,105296,2570476,1193703
6681592,Avenches,0,False,2569474,1191854,0,0,0,47,16,0,94,6,0,64,1,0,321045,2596712,1199473
6681989,Avenches,42,False,2569685,1192500,42,56,0,0,0,0,85,2,1,72,2,1,99774,2580850,1189079
6459103,Avenches,50,False,2571007,1191772,42,56,0,0,0,0,62,20,1,100,3,0,142150,2561846,1185546
6458965,Avenches,67,False,2569402,1189412,94,14,0,93,48,0,90,6,0,57,13,1,134987,2567880,1191500
6656716,Avenches,28,True,2569566,1192166,72,58,0,50,12,0,90,25,0,98,2,0,461985,2569626,1192177
6326452,Avenches,38,True,2569522,1192067,52,66,1,118,7,0,66,4,0,98,4,0,129329,2569634,1191878
6326504,Avenches,30,True,2569377,1189379,46,22,0,51,12,0,74,5,0,76,4,0,89848,2575808,1190567
6939073,Avenches,0,False,2569880,1191477,0,0,0,42,25,0,104,14,0,100,15,0,100455,2532066,1157564
6964346,Avenches,40,True,2571062,1191887,38,38,1,72,12,0,122,14,0,72,3,0,105296,2570476,1193703
6326749,Avenches,56,True,2569058,1191968,30,54,0,96,6,0,110,12,1,60,4,1,375573,2576954,1202518
7029683,Avenches,64,False,2569259,1189447,42,56,0,0,0,0,57,9,1,78,3,0,334551,2560876,1186241
6682588,Avenches,57,True,2569962,1192723,47,31,0,104,6,0,65,4,0,57,2,0,280512,2567564,1190138
6459236,Avenches,41,True,2570906,1191794,100,32,0,104,8,0,124,3,0,68,2,0,231916,2570248,1192993
6928189,Avenches,55,True,2569908,1192381,44,61,0,104,10,0,58,2,0,76,1,0,92659,2569666,1192548
6682776,Avenches,37,False,2570010,1192712,42,56,0,0,0,0,84,0,0,85,2,1,424344,2566934,1222792
6623689,Avenches,39,True,2569747,1191795,92,23,0,103,0,0,96,3,0,74,4,0,81761,2561792,1185371
6458715,Avenches,51,True,2569870,1192148,54,34,1,104,12,0,53,11,0,53,2,0,105296,2570476,1193703
6999613,Avenches,47,True,2569740,1191983,47,56,1,56,18,0,93,11,0,56,4,0,375045,2567904,1192932
6681784,Avenches,55,True,2571043,1191666,46,12,1,112,3,0,60,12,0,56,2,1,242831,2688666,1252268
6326565,Avenches,49,True,2569710,1192228,42,14,1,50,7,0,116,6,1,102,6,1,146604,2575000,1196465
6601253,Avenches,87,False,2569650,1192521,65,14,0,58,3,0,70,0,0,42,0,0,308904,2595318,1197385
6458708,Avenches,79,False,2569775,1191960,84,14,0,58,48,0,48,0,1,66,5,1,126978,2568958,1191930
6980001,Avenches,38,True,2569510,1191874,78,15,1,104,12,0,110,8,0,50,1,1,126489,2538180,1154220
6985451,Avenches,36,True,2569695,1192045,46,12,1,103,8,0,89,12,0,57,3,1,126978,2568958,1191930
6326379,Avenches,78,False,2569962,1192723,82,6,0,65,48,0,86,0,0,77,5,0,235503,2569048,1192201
6431926,Avenches,17,False,2569878,1192664,0,0,0,49,53,1,56,6,1,104,1,1,358753,2500172,1116861
6326371,Avenches,84,False,2569742,1192150,82,3,0,65,48,0,52,0,0,63,1,0,37749,2568320,1196394
7024495,Avenches,66,False,2569582,1191885,65,6,0,65,4,0,58,15,0,59,2,0,371896,2537980,1152625
7041424,Avenches,65,False,2569934,1192617,42,56,0,0,0,0,85,7,1,94,0,1,382537,2569734,1192310
6326653,Avenches,74,False,2569605,1192097,64,6,0,60,8,0,64,3,1,64,2,0,354425,2538472,1152450
6942438,Avenches,35,False,2569766,1192598,96,64,0,77,24,0,104,3,1,92,2,0,358031,2563430,1184055
6682460,Avenches,8,False,2570043,1192223,0,0,0,46,30,1,69,5,1,70,0,0,250183,2569634,1191930
6929258,Avenches,27,True,2570053,1192690,46,32,1,114,48,0,106,12,1,76,4,0,105296,2570476,1193703
7093030,Avenches,23,True,2569454,1189361,80,9,0,52,16,1,68,12,0,78,6,1,38865,2575566,1183296
7060907,Avenches,39,True,2570034,1192490,43,26,1,110,12,0,70,3,0,101,4,0,97735,2535742,1153547
6681801,Avenches,23,True,2569847,1191794,46,70,1,50,44,0,107,4,0,56,0,0,278470,2570984,1191718
6682843,Avenches,47,True,2569627,1192576,40,24,1,110,6,0,22,2,0,104,0,0,247953,2573866,1181258
6633597,Avenches,56,True,2569321,1191956,78,29,1,110,6,0,54,8,1,84,0,1,231916,2570248,1192993
6998359,Avenches,48,True,2569554,1192039,94,34,1,110,18,0,112,14,0,66,6,1,378113,2574064,1210271
6681896,Avenches,17,True,2569933,1192690,0,0,0,80,22,0,98,10,0,100,0,0,105296,2570476,1193703
6682873,Avenches,16,True,2569630,1192108,0,0,1,48,12,0,73,4,0,102,2,0,2012,2683092,1252428
6459119,Avenches,68,False,2569815,1192662,85,2,0,59,4,0,70,21,0,70,1,1,89848,2575808,1190567
6682220,Avenches,44,True,2569666,1192548,33,46,1,108,6,0,97,4,0,81,2,0,91452,2558818,1203432
6682366,Avenches,46,True,2569740,1192197,85,9,1,96,12,0,120,13,0,103,6,0,390465,2531306,1159299
6604573,Avenches,70,False,2569896,1192712,85,14,0,93,48,0,64,0,1,52,5,1,100753,2554894,1188020
6682604,Avenches,49,True,2569987,1192752,38,30,1,108,3,0,72,6,1,68,0,1,23087,2571458,1189133
6459144,Avenches,92,False,2571095,1191496,94,2,0,59,8,0,114,0,0,70,1,0,81761,2561792,1185371
6634700,Avenches,38,True,2569706,1192219,112,49,1,107,7,0,115,0,0,107,2,1,94063,2598004,1199399
6682925,Avenches,6,False,2569543,1191632,0,0,0,47,12,0,58,10,0,102,2,0,366722,2599482,1199020
7043363,Avenches,11,False,2571195,1191519,0,0,0,82,12,1,105,18,1,70,1,0,162521,2723642,1255735
6459359,Avenches,61,True,2569788,1191734,38,20,0,104,12,0,69,8,0,97,6,0,374473,2561514,1187205
6326416,Avenches,71,False,2571252,1191985,85,14,0,60,4,0,104,0,0,61,4,0,237744,2567860,1191760
7093027,Avenches,49,True,2569454,1189361,50,6,0,107,12,0,114,14,0,60,2,1,358031,2563430,1184055
6459085,Avenches,45,True,2569446,1194934,85,12,0,50,3,0,102,11,1,49,3,0,231916,2570248,1192993
7133031,Avenches,42,True,2569645,1191862,54,26,0,110,12,0,60,8,1,106,2,0,449648,2569834,1192143
6681564,Avenches,91,True,2569350,1189507,51,18,0,0,0,0,58,4,0,78,4,0,87230,2566960,1191350
6681962,Avenches,86,False,2569603,1192048,82,3,0,60,8,0,114,12,1,63,3,1,172900,2579746,1184453
6681819,Avenches,44,True,2569641,1192117,32,55,1,104,18,0,72,1,1,67,5,1,99107,2534604,1155609
6923452,Avenches,4,False,2569254,1192222,0,0,0,48,22,0,78,1,0,78,2,0,117394,2553124,1216113
7053828,Avenches,50,True,2569308,1189359,96,30,1,104,12,0,90,0,0,97,2,0,197851,2561656,1186930
6682756,Avenches,60,True,2569885,1192248,77,6,1,108,0,0,78,3,0,96,2,0,32034,2562538,1185453
6653901,Avenches,34,True,2569852,1192641,49,36,0,78,44,0,68,8,0,97,2,0,105296,2570476,1193703
6681656,Avenches,51,True,2569448,1192743,58,28,1,118,6,0,112,14,0,106,1,1,381487,2561420,1185607
7102966,Avenches,45,True,2569504,1192485,44,24,1,110,8,0,120,8,0,58,2,1,375045,2567904,1192932
6634054,Avenches,38,True,2569703,1191714,37,36,1,110,18,0,75,16,0,80,2,0,251456,2564562,1195868
6962865,Avenches,22,False,2569298,1189463,48,7,0,53,6,1,122,9,0,54,1,1,452029,2569588,1192077
6326488,Avenches,49,True,2569974,1192668,40,18,1,107,3,0,68,6,0,109,2,0,126978,2568958,1191930
6681558,Avenches,22,True,2569350,1189507,56,58,0,50,14,0,95,4,0,108,1,0,126978,2568958,1191930
6459195,Avenches,54,True,2569404,1192344,38,8,0,110,48,0,108,6,0,94,4,0,105573,2567690,1190740
6443629,Avenches,36,True,2569960,1192365,36,24,1,107,10,0,107,4,1,86,3,0,372286,2561988,1186356
6326438,Avenches,28,True,2569093,1192055,90,2,1,86,41,0,74,8,1,84,4,0,32034,2562538,1185453
7098228,Avenches,44,True,2569628,1192209,38,20,1,104,18,0,113,5,0,101,6,0,22392,2563330,1174816
6326366,Avenches,66,False,2569804,1191641,65,14,0,58,8,0,83,12,0,64,2,0,72001,2662202,1244784
6682234,Avenches,42,True,2569509,1191612,90,8,0,56,30,0,123,12,0,47,4,0,21779,2571662,1186900
6955908,Avenches,37,True,2569310,1189562,82,78,1,56,12,0,98,2,1,83,2,0,254911,2571658,1189591
6326383,Avenches,88,False,2569430,1192024,65,3,0,65,8,0,51,6,0,60,3,1,460060,2569768,1193152
7043045,Avenches,1,False,2569959,1192459,0,0,0,82,22,0,55,3,0,64,1,0,128376,2569912,1192410
6960024,Avenches,1,False,2570010,1192712,0,0,0,86,0,0,98,25,0,87,2,0,382537,2569734,1192310
7096257,Avenches,62,True,2569734,1192596,42,6,0,110,23,0,56,2,1,49,6,0,97135,2569724,1192247
6681900,Avenches,32,True,2569913,1191871,46,68,1,120,44,0,130,8,0,78,0,0,84382,2578068,1182725
7001913,Avenches,25,True,2569503,1191818,82,26,1,44,22,0,124,16,0,69,1,0,497270,2574020,1210434
6682628,Avenches,22,True,2569431,1189250,44,36,1,50,29,0,130,4,1,106,27,0,254836,2563320,1186670
6459164,Avenches,68,True,2569736,1192027,52,26,1,0,0,0,115,5,0,59,4,0,292869,2577036,1183660
7042368,Avenches,7,False,2569822,1191785,0,0,0,78,14,1,68,6,1,64,1,0,375045,2567904,1192932
6682916,Avenches,47,True,2569740,1191983,68,63,0,50,6,0,108,15,1,104,2,1,331301,2575364,1197238
7118859,Avenches,5,False,2569415,1189367,0,0,0,80,24,0,78,13,0,98,2,0,13969,2569666,1192548
6458765,Avenches,61,True,2569655,1192134,73,32,1,112,8,0,89,0,1,42,2,0,23087,2571458,1189133
6682061,Avenches,24,True,2569967,1191747,52,0,0,104,29,0,121,4,1,108,1,0,129329,2569634,1191878
6681999,Avenches,52,True,2569934,1194729,100,1,0,112,8,0,76,4,0,74,2,0,254841,2563068,1189281
6682791,Avenches,12,False,2569740,1192262,0,0,0,42,26,0,93,27,0,102,1,0,305262,2577012,1183419
7059328,Avenches,19,True,2569749,1191785,47,58,1,64,16,1,115,10,0,64,3,0,374473,2561514,1187205
6681615,Avenches,20,False,2569878,1192610,96,7,0,46,25,1,58,0,0,72,2,1,87240,2577414,1183041
6458866,Avenches,25,True,2569742,1192685,42,28,1,44,20,0,110,8,0,76,2,1,374473,2561514,1187205
6682025,Avenches,43,True,2569735,1192554,77,22,0,110,48,0,63,14,1,48,0,0,8555,2612802,1260053
6682077,Avenches,43,True,2569803,1192186,52,2,1,72,6,0,74,2,1,62,0,0,183318,2561220,1185426
6627311,Avenches,53,True,2569544,1191859,80,37,1,50,30,0,108,0,1,67,0,0,368950,2570686,1186758
6970263,Avenches,8,False,2569644,1192071,0,0,0,43,26,1,84,14,0,92,0,0,25904,2575828,1197751
6682510,Avenches,9,False,2569802,1192611,0,0,0,46,26,1,80,24,0,98,5,0,109789,2567530,1191039
6682719,Avenches,14,False,2569655,1192134,0,0,0,86,22,1,108,4,1,56,0,0,354425,2538472,1152450
6326759,Avenches,42,True,2569740,1192274,77,1,1,110,12,0,113,6,0,72,2,0,199098,2598556,1200002
6682666,Avenches,42,True,2569081,1191922,81,33,1,56,8,0,120,4,0,57,4,0,376649,2577864,1183940
6681749,Avenches,10,False,2567381,1192543,0,0,0,47,10,0,104,6,0,102,2,0,88194,2572500,1181906
6681941,Avenches,9,False,2569550,1189340,0,0,0,77,22,0,96,36,0,70,2,0,13563,2539480,1179750
6681937,Avenches,26,False,2569536,1192086,65,0,0,86,24,0,60,7,1,62,1,0,197851,2561656,1186930
7123852,Avenches,22,False,2569733,1191811,81,51,0,48,16,0,92,18,1,72,3,0,161855,2576354,1183087
6681878,Avenches,48,True,2569541,1192032,78,20,1,103,0,0,70,4,0,102,3,0,49305,2567968,1192947
6682976,Avenches,55,True,2569861,1192470,71,28,0,72,6,0,72,12,1,84,6,1,125922,2569860,1192347
6953097,Avenches,14,False,2569415,1191993,0,0,0,48,24,0,80,6,0,114,2,0,52221,2571884,1189028
6638446,Avenches,35,True,2571232,1191957,46,65,1,50,16,0,112,1,0,64,4,0,231916,2570248,1192993
6681755,Avenches,19,False,2570053,1192690,65,64,0,49,51,0,64,14,0,65,8,0,449648,2569834,1192143
6326699,Avenches,52,True,2570138,1192774,52,29,1,50,8,0,102,4,0,56,2,0,270375,2577358,1204995
6459184,Avenches,66,False,2569885,1191590,84,3,0,59,8,0,66,3,1,58,4,0,105296,2570476,1193703
6326390,Avenches,67,False,2569617,1192107,82,14,0,60,8,0,90,24,0,78,2,1,337935,2575406,1197523
6681955,Avenches,14,False,2569773,1191898,0,0,0,83,18,1,115,6,0,102,0,0,105296,2570476,1193703
6682297,Avenches,42,True,2569650,1192521,46,26,1,96,48,0,34,0,1,63,6,0,368950,2570686,1186758
6682076,Avenches,61,True,2569392,1189504,96,28,1,118,8,0,94,39,0,106,2,0,242831,2688666,1252268
6326584,Avenches,31,True,2569735,1192281,37,22,1,50,22,0,107,10,1,106,2,1,305262,2577012,1183419
6682289,Avenches,14,False,2569878,1192664,0,0,0,48,26,1,82,10,0,86,0,0,86225,2612674,1267509
6326520,Avenches,39,True,2569554,1192048,42,2,1,72,48,0,58,28,0,112,3,0,293989,2570342,1194391
6441073,Avenches,53,True,2569802,1192611,81,8,1,103,12,0,72,20,1,56,1,1,242831,2688666,1252268
6326481,Avenches,75,False,2569068,1191947,82,2,0,93,48,0,84,10,0,56,2,0,52700,2568710,1197239
6682388,Avenches,14,False,2569510,1191874,0,0,0,76,22,1,106,7,0,100,5,0,374473,2561514,1187205
6459288,Avenches,60,False,2569627,1192576,42,56,0,0,0,0,62,4,0,90,21,0,12429,2538728,1181122
6682611,Avenches,21,False,2569421,1192313,65,20,0,48,56,0,116,9,1,110,8,0,156395,2574880,1196387
7090647,Avenches,29,True,2569666,1192548,48,58,1,50,44,0,84,13,1,70,3,0,376099,2578968,1183968
6682463,Avenches,35,True,2570043,1192223,42,43,0,46,23,0,105,4,0,112,1,0,105296,2570476,1193703
6326581,Avenches,94,False,2569381,1192328,65,3,0,59,4,0,90,30,0,62,4,0,92659,2569666,1192548
7003188,Avenches,18,False,2571090,1191588,0,0,0,45,22,0,45,2,0,96,0,0,13563,2539480,1179750
6681634,Avenches,13,False,2569966,1192656,0,0,0,84,21,1,95,9,0,91,0,0,101368,2570072,1193633
6326527,Avenches,24,True,2569170,1192085,41,30,0,106,11,0,76,5,1,80,2,1,105985,2575486,1197521
6682149,Avenches,58,True,2569931,1191586,43,1,1,110,23,0,74,12,1,108,2,0,156043,2663906,1225011
7057872,Avenches,51,True,2571056,1191661,42,35,0,56,7,0,56,12,0,107,12,0,133520,2537958,1181594
7029681,Avenches,36,True,2569259,1189447,32,32,0,107,6,0,114,6,0,56,2,1,99644,2568206,1191210
7024496,Avenches,65,False,2569582,1191885,42,56,0,0,0,0,84,0,1,48,8,1,206420,2578392,1185174
6682558,Avenches,6,False,2569927,1192304,0,0,0,48,21,1,110,5,1,61,0,0,922,2577970,1181612
6326512,Avenches,48,True,2569744,1191800,92,66,1,103,6,0,84,6,1,57,4,0,375045,2567904,1192932
7084666,Avenches,38,True,2569592,1192838,51,36,1,110,6,0,107,6,0,93,4,1,105573,2567690,1190740
6458798,Avenches,67,False,2569068,1191947,64,6,0,65,48,0,113,36,0,92,5,0,440724,2569776,1193237
7109277,Avenches,49,True,2570010,1192712,81,35,1,110,8,0,57,14,0,92,1,0,374473,2561514,1187205
6681764,Avenches,45,True,2569592,1192838,46,12,0,118,7,0,112,18,1,66,2,1,49305,2567968,1192947
